-3.559408399676704526e+00,1.000000000000000000e+00,6.490758222082747331e+00,1.587476470071319534e+00,9.950929641994340352e-03
-9.077184426668866379e+00,1.000000000000000000e+00,7.850516407094704441e+00,8.274345512898317878e-01,9.929678957736644274e-03
3.086924104282172721e+01,1.000000000000000000e+00,2.284262303768397118e+00,8.049759095160652578e+00,1.005752736022502702e-02
1.062574946851567725e-01,1.000000000000000000e+00,3.669403084754660149e+00,1.108869632565457897e+00,9.974473012264171642e-03
2.234193095787145111e+01,1.000000000000000000e+00,9.837528393558852002e+00,9.758840081995325377e+00,9.999276074063650696e-03
6.015793027788436831e+00,1.000000000000000000e+00,2.502938029470672454e+00,1.976067777262254799e+00,9.994674084066824948e-03
-1.198017431518719356e+01,1.000000000000000000e+00,7.676827056853858799e+00,4.581283140355996153e-02,9.923623867789055364e-03
2.321836040405957391e+01,1.000000000000000000e+00,2.289536851165633102e+00,6.153488621289224803e+00,1.003871233642092409e-02
1.005271270728894106e-01,1.000000000000000000e+00,9.173864565735170729e+00,3.799071284045407726e+00,9.946354935871410882e-03
2.726987866332971677e+01,1.000000000000000000e+00,6.980626394940361301e+00,9.509448229878621817e+00,1.002537024658382847e-02
3.138479669397754890e+01,1.000000000000000000e+00,5.253003156110972682e+00,9.726376159564368962e+00,1.004480331808779887e-02
-6.598528170172079932e+00,1.000000000000000000e+00,8.293633137030152369e+00,1.714534972024891468e+00,9.934208944700591987e-03
1.476555066965415719e+01,1.000000000000000000e+00,6.295818413976883576e-01,3.208767514641224228e+00,1.002587289704083562e-02
3.161742496523867985e+01,1.000000000000000000e+00,4.029494862018046852e+00,9.137722759032367748e+00,1.005122162566570755e-02
1.031285276289859887e+01,1.000000000000000000e+00,3.179003219444334061e+00,3.411363478261280058e+00,1.000225098258922946e-02
2.793826099105249128e+01,1.000000000000000000e+00,7.372957758847336507e+00,9.891984628196018647e+00,1.002540889915314905e-02
1.800312248268900106e+01,1.000000000000000000e+00,9.684659064544558049e+00,8.575995246297608787e+00,9.988955044670235275e-03
2.156116986819281323e+01,1.000000000000000000e+00,3.254789351422929577e+00,6.251578731084119767e+00,1.003013724656021816e-02
